               MD5                                                  Url
6827b7bd61145fbd560ec104eca5a92d     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_33xxp/video/33xxp3.flv
2b6b0e4fb35b6047996cd59576abfb4e     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_33xxp/video/33xxp2.flv
c4c180427a86bb0d0df8bb608182fe52     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_33xxp/video/33xxp1.flv
8e7921efd1d8066a3215aa6de7ee5b52     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_32cw/video/32cw3.flv
8385414f8c3c4d9ccacd85a7c5a3e47d     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_32cw/video/32cw2.flv
4d02ead2ecd835c246a791a519906323     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_32cw/video/32cw1.flv
7690de781bb28691f06b000fcdc9fd08     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_31sj/video/31sj3.flv
945bfe2b7e73d6acc749555505768974     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_31sj/video/31sj2.flv
4ea2d36c408dea896b0feef063dc4214     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_31sj/video/31sj1.flv
5a9b185ba130a20bd7b99c7d0397b413     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_26cyp/video/26cyp3.flv
8cd2017574d2dc58510dff69997802e1     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_26cyp/video/26cyp2.flv
55d001f50eb7d8612be6becac9288da5     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_26cyp/video/26cyp1.flv
e22d8e8442ccef8e40cc5e3746fa8796     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_25cyp/video/25cyp2.flv
0c6f9924bb8a3c184f304d0ee8096c31     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_25cyp/video/25cyp1.flv
a22b756a2e58bb9c877ffb815e79d239     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_24cy/video/24cy2.flv
a4ca0d726b16699264502f8bafd64a83     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_24cy/video/24cy1.flv
d7c80ae79aa417d85e4e060813fbc5df     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_23cy/video/23cy3.flv
7a3097b3672112e240edbe46a4993764     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_23cy/video/23cy2.flv
0f4a34c20bb00c858f873775acaa7e8f     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_23cy/video/23cy1.flv
4e5a734205b7275eeb8068dd3ad91081     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_22lj/video/22lj2.flv
9dcc3b0bce53ce8323d454afe1ccd10d     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_22lj/video/22lj1.flv
46227557708d5a8d563ebbf1cc9e50c1     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_21lj/video/21lj3.flv
a7add5ab1b7eb5ef4085d5cebb2d09b2     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_21lj/video/21lj2.flv
df9b92748e1042efd99acb45136bef81     http://v.teacherclub.com.cn/course/cf/xk/xxyinyue/kk2013002_21lj/video/21lj1.flv
02d511b20f27200a618c24dd112c057b     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/kk2013083_zjs/video/zjs1.flv
94319104c2cb09dfd58e5faff6ea1d33     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/kk2013083_zaf/video/zaf1.flv
c3c50a910abe2a2a391ea0a9867bd7c3     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/kk2013083_wmx/video/wmx1.flv
f77ee1a4028e8e59c1b055e25cd79dbf     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/kk2013083_shx/video/shx1.flv
f460b330a15ddac1e81774ac73b16534     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/kk2013083_hh/video/hh1.flv
033de4fdc4a4082ee95dd36dc9a9b225     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/kk2013083_cj/video/cj1.flv
5e75157f1183adb90de29d1f06be6164     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/2012xkgp_xxxxjs_wyh/video/wyh3.flv
085f81478e80da2b43fcab5cd3b91709     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/2012xkgp_xxxxjs_wyh/video/wyh2.flv
2f1687ca55aab790eedfa1c778c9ccf9     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/2012xkgp_xxxxjs_wyh/video/wyh1.flv
be3f0b204a960a42e3dde5683a8f2888     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/2012xkgp_xxxxjs_lzy3/video/lzy3.flv
86cdbf722908f3f6c5d05e54ffe6d83c     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/2012xkgp_xxxxjs_lzy2/video/lzy2.flv
1d99638f4fb53be8388881c6392da573     http://v.teacherclub.com.cn/course/cf/xk/xxxxjs/2012xkgp_xxxxjs_lzy1/video/lzy1.flv
85833bb455e1a7533e44fcb50a8bdf99     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013083_yjh/video/yjh1.flv
8e244fc0d032d2947b86d1173827972f     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013083_jhb/video/jhb3.flv
14e27bc4b73da5b35b772edf7185bd43     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013083_jhb/video/jhb2.flv
46d09960ff00be438ff18325c2929b6a     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013083_jhb/video/jhb1.flv
6ca8c9c40e58dc65b42dab7158b24258     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013083_jhb2/video/jhb1.flv
364721d759c5d4f3c87fd31fceef129c     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013083_jhb1/video/jhb3.flv
c617cd5ec10bd1094c3791ba6e291031     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013083_jhb1/video/jhb2.flv
17cb07928a4b27270055635152c31c0a     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013083_jhb1/video/jhb1.flv
b28fffc82b4c65be308cc2a1f4af5012     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013083_gwj/video/gwj1.flv
364500416f6e244b3cdeafc1cb1d090a     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013083_cy/video/cy1.flv
ee5b3ea331a062de5152e64b40c51529     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013002_25bsz/video/25bsz1.flv
21f49c9e0749ce37a61b8b814b98dbd8     http://v.teacherclub.com.cn/course/cf/xk/xxty/kk2013002_24cg/video/24cg2.flv
